,path1,path2,lch,tree1,tree2,matriz,path_sim,LCh,wup,normalizada,levenstein,humans,w1,w2
10,"{Synset('cemetery.n.01'): 0, Synset('site.n.01'): 1, Synset('tract.n.01'): 2, Synset('geographical_area.n.01'): 3, Synset('region.n.03'): 4, Synset('location.n.01'): 5, Synset('object.n.01'): 6, Synset('physical_entity.n.01'): 7, Synset('entity.n.01'): 8, Synset('*ROOT*'): 9}","{Synset('bedlam.n.02'): 0, Synset('mental_hospital.n.01'): 1, Synset('hospital.n.01'): 2, Synset('medical_building.n.01'): 3, Synset('building.n.01'): 4, Synset('structure.n.01'): 5, Synset('artifact.n.01'): 6, Synset('whole.n.02'): 7, Synset('object.n.01'): 8, Synset('physical_entity.n.01'): 9, Synset('entity.n.01'): 10, Synset('*ROOT*'): 11}",Synset('object.n.01'),"[Synset('cemetery.n.01'), Synset('site.n.01'), Synset('tract.n.01'), Synset('geographical_area.n.01'), Synset('region.n.03'), Synset('location.n.01'), Synset('object.n.01')]","[Synset('bedlam.n.02'), Synset('mental_hospital.n.01'), Synset('hospital.n.01'), Synset('medical_building.n.01'), Synset('building.n.01'), Synset('structure.n.01'), Synset('artifact.n.01'), Synset('whole.n.02'), Synset('object.n.01')]","{0: {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9}, 1: {0: 1, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9}, 2: {0: 2, 1: 2, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9}, 3: {0: 3, 1: 3, 2: 3, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9}, 4: {0: 4, 1: 4, 2: 4, 3: 4, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9}, 5: {0: 5, 1: 5, 2: 5, 3: 5, 4: 5, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9}, 6: {0: 6, 1: 6, 2: 6, 3: 6, 4: 6, 5: 6, 6: 6, 7: 7, 8: 8, 9: 9}, 7: {0: 7, 1: 7, 2: 7, 3: 7, 4: 7, 5: 7, 6: 7, 7: 7, 8: 8, 9: 8}}",0.066666667,0.929535959,0.3,0.333333333,8,0.42,graveyard,madhouse
11,"{Synset('glass.n.01'): 0, Synset('solid.n.01'): 1, Synset('matter.n.03'): 2, Synset('physical_entity.n.01'): 3, Synset('entity.n.01'): 4, Synset('*ROOT*'): 5}","{Synset('magician.n.01'): 0, Synset('performer.n.01'): 1, Synset('entertainer.n.01'): 2, Synset('person.n.01'): 3, Synset('causal_agent.n.01'): 4, Synset('organism.n.01'): 4, Synset('physical_entity.n.01'): 5, Synset('living_thing.n.01'): 5, Synset('entity.n.01'): 6, Synset('whole.n.02'): 6, Synset('object.n.01'): 7, Synset('*ROOT*'): 8}",Synset('physical_entity.n.01'),"[Synset('glass.n.01'), Synset('solid.n.01'), Synset('matter.n.03'), Synset('physical_entity.n.01')]","[Synset('magician.n.01'), Synset('performer.n.01'), Synset('entertainer.n.01'), Synset('person.n.01'), Synset('causal_agent.n.01'), Synset('organism.n.01'), Synset('physical_entity.n.01')]","{0: {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7}, 1: {0: 1, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7}, 2: {0: 2, 1: 2, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7}, 3: {0: 3, 1: 3, 2: 3, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7}, 4: {0: 4, 1: 4, 2: 4, 3: 4, 4: 4, 5: 5, 6: 6, 7: 6}}",0.111111111,1.440361582,0.333333333,0.5,6,0.44,glass,magician
12,"{Synset('male_child.n.01'): 0, Synset('male.n.02'): 1, Synset('person.n.01'): 2, Synset('causal_agent.n.01'): 3, Synset('organism.n.01'): 3, Synset('physical_entity.n.01'): 4, Synset('living_thing.n.01'): 4, Synset('entity.n.01'): 5, Synset('whole.n.02'): 5, Synset('object.n.01'): 6, Synset('*ROOT*'): 7}","{Synset('cock.n.04'): 0, Synset('chicken.n.02'): 1, Synset('domestic_fowl.n.01'): 2, Synset('gallinaceous_bird.n.01'): 3, Synset('bird.n.01'): 4, Synset('vertebrate.n.01'): 5, Synset('chordate.n.01'): 6, Synset('animal.n.01'): 7, Synset('organism.n.01'): 8, Synset('living_thing.n.01'): 9, Synset('whole.n.02'): 10, Synset('object.n.01'): 11, Synset('physical_entity.n.01'): 12, Synset('entity.n.01'): 13, Synset('*ROOT*'): 14}",Synset('organism.n.01'),"[Synset('male_child.n.01'), Synset('male.n.02'), Synset('person.n.01'), Synset('causal_agent.n.01'), Synset('organism.n.01')]","[Synset('cock.n.04'), Synset('chicken.n.02'), Synset('domestic_fowl.n.01'), Synset('gallinaceous_bird.n.01'), Synset('bird.n.01'), Synset('vertebrate.n.01'), Synset('chordate.n.01'), Synset('animal.n.01'), Synset('organism.n.01')]","{0: {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9}, 1: {0: 1, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9}, 2: {0: 2, 1: 2, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9}, 3: {0: 3, 1: 3, 2: 3, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9}, 4: {0: 4, 1: 4, 2: 4, 3: 4, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9}, 5: {0: 5, 1: 5, 2: 5, 3: 5, 4: 5, 5: 5, 6: 6, 7: 7, 8: 8, 9: 8}}",0.083333333,1.15267951,0.52173913,0.466666667,8,0.44,boy,rooster
13,"{Synset('cushion.n.02'): 0, Synset('layer.n.01'): 1, Synset('artifact.n.01'): 2, Synset('whole.n.02'): 3, Synset('object.n.01'): 4, Synset('physical_entity.n.01'): 5, Synset('entity.n.01'): 6, Synset('*ROOT*'): 7}","{Synset('jewel.n.01'): 0, Synset('jewelry.n.01'): 1, Synset('adornment.n.01'): 2, Synset('decoration.n.01'): 3, Synset('artifact.n.01'): 4, Synset('whole.n.02'): 5, Synset('object.n.01'): 6, Synset('physical_entity.n.01'): 7, Synset('entity.n.01'): 8, Synset('*ROOT*'): 9}",Synset('artifact.n.01'),"[Synset('cushion.n.02'), Synset('layer.n.01'), Synset('artifact.n.01')]","[Synset('jewel.n.01'), Synset('jewelry.n.01'), Synset('adornment.n.01'), Synset('decoration.n.01'), Synset('artifact.n.01')]","{0: {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5}, 1: {0: 1, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5}, 2: {0: 2, 1: 2, 2: 2, 3: 3, 4: 4, 5: 5}, 3: {0: 3, 1: 3, 2: 3, 3: 3, 4: 4, 5: 4}}",0.142857143,1.691676011,0.625,0.6,4,0.45,cushion,jewel
14,"{Synset('monk.n.01'): 0, Synset('religious.n.01'): 1, Synset('religious_person.n.01'): 2, Synset('person.n.01'): 3, Synset('causal_agent.n.01'): 4, Synset('organism.n.01'): 4, Synset('physical_entity.n.01'): 5, Synset('living_thing.n.01'): 5, Synset('entity.n.01'): 6, Synset('whole.n.02'): 6, Synset('object.n.01'): 7, Synset('*ROOT*'): 8}","{Synset('slave.n.01'): 0, Synset('person.n.01'): 1, Synset('causal_agent.n.01'): 2, Synset('organism.n.01'): 2, Synset('physical_entity.n.01'): 3, Synset('living_thing.n.01'): 3, Synset('entity.n.01'): 4, Synset('whole.n.02'): 4, Synset('object.n.01'): 5, Synset('*ROOT*'): 6}",Synset('person.n.01'),"[Synset('monk.n.01'), Synset('religious.n.01'), Synset('religious_person.n.01'), Synset('person.n.01')]","[Synset('slave.n.01'), Synset('person.n.01')]","{0: {0: 0, 1: 1, 2: 2}, 1: {0: 1, 1: 1, 2: 2}, 2: {0: 2, 1: 2, 2: 2}, 3: {0: 3, 1: 3, 2: 3}, 4: {0: 4, 1: 4, 2: 3}}",0.2,2.028148247,0.666666667,0.75,3,0.57,monk,slave
15,"{Synset('refuge.n.03'): 0, Synset('shelter.n.01'): 1, Synset('structure.n.01'): 2, Synset('artifact.n.01'): 3, Synset('whole.n.02'): 4, Synset('object.n.01'): 5, Synset('physical_entity.n.01'): 6, Synset('entity.n.01'): 7, Synset('*ROOT*'): 8}","{Synset('cemetery.n.01'): 0, Synset('site.n.01'): 1, Synset('tract.n.01'): 2, Synset('geographical_area.n.01'): 3, Synset('region.n.03'): 4, Synset('location.n.01'): 5, Synset('object.n.01'): 6, Synset('physical_entity.n.01'): 7, Synset('entity.n.01'): 8, Synset('*ROOT*'): 9}",Synset('object.n.01'),"[Synset('refuge.n.03'), Synset('shelter.n.01'), Synset('structure.n.01'), Synset('artifact.n.01'), Synset('whole.n.02'), Synset('object.n.01')]","[Synset('cemetery.n.01'), Synset('site.n.01'), Synset('tract.n.01'), Synset('geographical_area.n.01'), Synset('region.n.03'), Synset('location.n.01'), Synset('object.n.01')]","{0: {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7}, 1: {0: 1, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7}, 2: {0: 2, 1: 2, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7}, 3: {0: 3, 1: 3, 2: 3, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7}, 4: {0: 4, 1: 4, 2: 4, 3: 4, 4: 4, 5: 5, 6: 6, 7: 7}, 5: {0: 5, 1: 5, 2: 5, 3: 5, 4: 5, 5: 5, 6: 6, 7: 7}, 6: {0: 6, 1: 6, 2: 6, 3: 6, 4: 6, 5: 6, 6: 6, 7: 6}}",0.083333333,1.15267951,0.352941176,0.4,6,0.79,asylum,cemetery
16,"{Synset('seashore.n.01'): 0, Synset('shore.n.01'): 1, Synset('geological_formation.n.01'): 2, Synset('object.n.01'): 3, Synset('physical_entity.n.01'): 4, Synset('entity.n.01'): 5, Synset('*ROOT*'): 6}","{Synset('forest.n.02'): 0, Synset('biome.n.01'): 1, Synset('land.n.04'): 1, Synset('community.n.06'): 2, Synset('object.n.01'): 2, Synset('group.n.01'): 3, Synset('physical_entity.n.01'): 3, Synset('abstraction.n.06'): 4, Synset('entity.n.01'): 4, Synset('*ROOT*'): 5}",Synset('object.n.01'),"[Synset('seashore.n.01'), Synset('shore.n.01'), Synset('geological_formation.n.01'), Synset('object.n.01')]","[Synset('forest.n.02'), Synset('biome.n.01'), Synset('land.n.04'), Synset('community.n.06'), Synset('object.n.01')]","{0: {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5}, 1: {0: 1, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5}, 2: {0: 2, 1: 2, 2: 2, 3: 3, 4: 4, 5: 5}, 3: {0: 3, 1: 3, 2: 3, 3: 3, 4: 4, 5: 5}, 4: {0: 4, 1: 4, 2: 4, 3: 4, 4: 4, 5: 4}}",0.166666667,1.84582669,0.545454545,0.6,4,0.85,coast,forest
17,"{Synset('smile.n.01'): 0, Synset('facial_expression.n.01'): 1, Synset('gesture.n.02'): 2, Synset('visual_communication.n.01'): 3, Synset('communication.n.02'): 4, Synset('abstraction.n.06'): 5, Synset('entity.n.01'): 6, Synset('*ROOT*'): 7}","{Synset('chap.n.01'): 0, Synset('male.n.02'): 1, Synset('person.n.01'): 2, Synset('causal_agent.n.01'): 3, Synset('organism.n.01'): 3, Synset('physical_entity.n.01'): 4, Synset('living_thing.n.01'): 4, Synset('entity.n.01'): 5, Synset('whole.n.02'): 5, Synset('object.n.01'): 6, Synset('*ROOT*'): 7}",Synset('entity.n.01'),"[Synset('smile.n.01'), Synset('facial_expression.n.01'), Synset('gesture.n.02'), Synset('visual_communication.n.01'), Synset('communication.n.02'), Synset('abstraction.n.06'), Synset('entity.n.01')]","[Synset('chap.n.01'), Synset('male.n.02'), Synset('person.n.01'), Synset('causal_agent.n.01'), Synset('organism.n.01'), Synset('physical_entity.n.01'), Synset('living_thing.n.01'), Synset('entity.n.01')]","{0: {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8}, 1: {0: 1, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8}, 2: {0: 2, 1: 2, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8}, 3: {0: 3, 1: 3, 2: 3, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8}, 4: {0: 4, 1: 4, 2: 4, 3: 4, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8}, 5: {0: 5, 1: 5, 2: 5, 3: 5, 4: 5, 5: 5, 6: 6, 7: 7, 8: 8}, 6: {0: 6, 1: 6, 2: 6, 3: 6, 4: 6, 5: 6, 6: 6, 7: 7, 8: 8}, 7: {0: 7, 1: 7, 2: 7, 3: 7, 4: 7, 5: 7, 6: 7, 7: 7, 8: 7}}",0.083333333,1.15267951,0.153846154,0.363636364,7,0.88,grin,lad
18,"{Synset('shore.n.01'): 0, Synset('geological_formation.n.01'): 1, Synset('object.n.01'): 2, Synset('physical_entity.n.01'): 3, Synset('entity.n.01'): 4, Synset('*ROOT*'): 5}","{Synset('forest.n.02'): 0, Synset('biome.n.01'): 1, Synset('land.n.04'): 1, Synset('community.n.06'): 2, Synset('object.n.01'): 2, Synset('group.n.01'): 3, Synset('physical_entity.n.01'): 3, Synset('abstraction.n.06'): 4, Synset('entity.n.01'): 4, Synset('*ROOT*'): 5}",Synset('object.n.01'),"[Synset('shore.n.01'), Synset('geological_formation.n.01'), Synset('object.n.01')]","[Synset('forest.n.02'), Synset('biome.n.01'), Synset('land.n.04'), Synset('community.n.06'), Synset('object.n.01')]","{0: {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5}, 1: {0: 1, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5}, 2: {0: 2, 1: 2, 2: 2, 3: 3, 4: 4, 5: 5}, 3: {0: 3, 1: 3, 2: 3, 3: 3, 4: 4, 5: 4}}",0.2,2.028148247,0.6,0.6,4,0.9,shore,woodland
19,"{Synset('monk.n.01'): 0, Synset('religious.n.01'): 1, Synset('religious_person.n.01'): 2, Synset('person.n.01'): 3, Synset('causal_agent.n.01'): 4, Synset('organism.n.01'): 4, Synset('physical_entity.n.01'): 5, Synset('living_thing.n.01'): 5, Synset('entity.n.01'): 6, Synset('whole.n.02'): 6, Synset('object.n.01'): 7, Synset('*ROOT*'): 8}","{Synset('prophet.n.01'): 0, Synset('diviner.n.01'): 1, Synset('visionary.n.02'): 2, Synset('intellectual.n.01'): 3, Synset('person.n.01'): 4, Synset('causal_agent.n.01'): 5, Synset('organism.n.01'): 5, Synset('physical_entity.n.01'): 6, Synset('living_thing.n.01'): 6, Synset('entity.n.01'): 7, Synset('whole.n.02'): 7, Synset('object.n.01'): 8, Synset('*ROOT*'): 9}",Synset('person.n.01'),"[Synset('monk.n.01'), Synset('religious.n.01'), Synset('religious_person.n.01'), Synset('person.n.01')]","[Synset('prophet.n.01'), Synset('diviner.n.01'), Synset('visionary.n.02'), Synset('intellectual.n.01'), Synset('person.n.01')]","{0: {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5}, 1: {0: 1, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5}, 2: {0: 2, 1: 2, 2: 2, 3: 3, 4: 4, 5: 5}, 3: {0: 3, 1: 3, 2: 3, 3: 3, 4: 4, 5: 5}, 4: {0: 4, 1: 4, 2: 4, 3: 4, 4: 4, 5: 4}}",0.125,1.558144618,0.571428571,0.692307692,4,0.91,monk,oracle
20,"{Synset('male_child.n.01'): 0, Synset('male.n.02'): 1, Synset('person.n.01'): 2, Synset('causal_agent.n.01'): 3, Synset('organism.n.01'): 3, Synset('physical_entity.n.01'): 4, Synset('living_thing.n.01'): 4, Synset('entity.n.01'): 5, Synset('whole.n.02'): 5, Synset('object.n.01'): 6, Synset('*ROOT*'): 7}","{Synset('sage.n.01'): 0, Synset('mentor.n.01'): 1, Synset('intellectual.n.01'): 2, Synset('person.n.01'): 3, Synset('causal_agent.n.01'): 4, Synset('organism.n.01'): 4, Synset('physical_entity.n.01'): 5, Synset('living_thing.n.01'): 5, Synset('entity.n.01'): 6, Synset('whole.n.02'): 6, Synset('object.n.01'): 7, Synset('*ROOT*'): 8}",Synset('person.n.01'),"[Synset('male_child.n.01'), Synset('male.n.02'), Synset('person.n.01')]","[Synset('sage.n.01'), Synset('mentor.n.01'), Synset('intellectual.n.01'), Synset('person.n.01')]","{0: {0: 0, 1: 1, 2: 2, 3: 3, 4: 4}, 1: {0: 1, 1: 1, 2: 2, 3: 3, 4: 4}, 2: {0: 2, 1: 2, 2: 2, 3: 3, 4: 4}, 3: {0: 3, 1: 3, 2: 3, 3: 3, 4: 3}}",0.166666667,1.84582669,0.631578947,0.75,3,0.96,boy,sage
21,"{Synset('car.n.01'): 0, Synset('motor_vehicle.n.01'): 1, Synset('self-propelled_vehicle.n.01'): 2, Synset('wheeled_vehicle.n.01'): 3, Synset('container.n.01'): 4, Synset('vehicle.n.01'): 4, Synset('instrumentality.n.03'): 5, Synset('conveyance.n.03'): 5, Synset('artifact.n.01'): 6, Synset('whole.n.02'): 7, Synset('object.n.01'): 8, Synset('physical_entity.n.01'): 9, Synset('entity.n.01'): 10, Synset('*ROOT*'): 11}","{Synset('shock_absorber.n.01'): 0, Synset('damper.n.02'): 1, Synset('device.n.01'): 2, Synset('instrumentality.n.03'): 3, Synset('artifact.n.01'): 4, Synset('whole.n.02'): 5, Synset('object.n.01'): 6, Synset('physical_entity.n.01'): 7, Synset('entity.n.01'): 8, Synset('*ROOT*'): 9}",Synset('instrumentality.n.03'),"[Synset('car.n.01'), Synset('motor_vehicle.n.01'), Synset('self-propelled_vehicle.n.01'), Synset('wheeled_vehicle.n.01'), Synset('container.n.01'), Synset('vehicle.n.01'), Synset('instrumentality.n.03')]","[Synset('shock_absorber.n.01'), Synset('damper.n.02'), Synset('device.n.01'), Synset('instrumentality.n.03')]","{0: {0: 0, 1: 1, 2: 2, 3: 3, 4: 4}, 1: {0: 1, 1: 1, 2: 2, 3: 3, 4: 4}, 2: {0: 2, 1: 2, 2: 2, 3: 3, 4: 4}, 3: {0: 3, 1: 3, 2: 3, 3: 3, 4: 4}, 4: {0: 4, 1: 4, 2: 4, 3: 4, 4: 4}, 5: {0: 5, 1: 5, 2: 5, 3: 5, 4: 5}, 6: {0: 6, 1: 6, 2: 6, 3: 6, 4: 6}, 7: {0: 7, 1: 7, 2: 7, 3: 7, 4: 6}}",0.111111111,1.440361582,0.6,0.571428571,6,0.97,automobile,cushion
22,"{Synset('mound.n.04'): 0, Synset('structure.n.01'): 1, Synset('artifact.n.01'): 2, Synset('whole.n.02'): 3, Synset('object.n.01'): 4, Synset('physical_entity.n.01'): 5, Synset('entity.n.01'): 6, Synset('*ROOT*'): 7}","{Synset('shore.n.02'): 0, Synset('beam.n.02'): 1, Synset('piece.n.01'): 2, Synset('structural_member.n.01'): 2, Synset('part.n.02'): 3, Synset('support.n.10'): 3, Synset('object.n.01'): 4, Synset('device.n.01'): 4, Synset('physical_entity.n.01'): 5, Synset('instrumentality.n.03'): 5, Synset('entity.n.01'): 6, Synset('artifact.n.01'): 6, Synset('whole.n.02'): 7, Synset('*ROOT*'): 8}",Synset('artifact.n.01'),"[Synset('mound.n.04'), Synset('structure.n.01'), Synset('artifact.n.01')]","[Synset('shore.n.02'), Synset('beam.n.02'), Synset('piece.n.01'), Synset('structural_member.n.01'), Synset('part.n.02'), Synset('support.n.10'), Synset('object.n.01'), Synset('device.n.01'), Synset('physical_entity.n.01'), Synset('instrumentality.n.03'), Synset('entity.n.01'), Synset('artifact.n.01')]","{0: {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10, 11: 11, 12: 12}, 1: {0: 1, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10, 11: 11, 12: 12}, 2: {0: 2, 1: 2, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10, 11: 11, 12: 12}, 3: {0: 3, 1: 3, 2: 3, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10, 11: 11, 12: 11}}",0.111111111,1.440361582,0.555555556,0.214285714,11,0.97,mound,shore
23,"{Synset('chap.n.01'): 0, Synset('male.n.02'): 1, Synset('person.n.01'): 2, Synset('causal_agent.n.01'): 3, Synset('organism.n.01'): 3, Synset('physical_entity.n.01'): 4, Synset('living_thing.n.01'): 4, Synset('entity.n.01'): 5, Synset('whole.n.02'): 5, Synset('object.n.01'): 6, Synset('*ROOT*'): 7}","{Synset('ace.n.03'): 0, Synset('expert.n.01'): 1, Synset('person.n.01'): 2, Synset('causal_agent.n.01'): 3, Synset('organism.n.01'): 3, Synset('physical_entity.n.01'): 4, Synset('living_thing.n.01'): 4, Synset('entity.n.01'): 5, Synset('whole.n.02'): 5, Synset('object.n.01'): 6, Synset('*ROOT*'): 7}",Synset('person.n.01'),"[Synset('chap.n.01'), Synset('male.n.02'), Synset('person.n.01')]","[Synset('ace.n.03'), Synset('expert.n.01'), Synset('person.n.01')]","{0: {0: 0, 1: 1, 2: 2, 3: 3}, 1: {0: 1, 1: 1, 2: 2, 3: 3}, 2: {0: 2, 1: 2, 2: 2, 3: 3}, 3: {0: 3, 1: 3, 2: 3, 3: 2}}",0.2,2.028148247,0.666666667,0.818181818,2,0.99,lad,wizard
24,"{Synset('forest.n.02'): 0, Synset('biome.n.01'): 1, Synset('land.n.04'): 1, Synset('community.n.06'): 2, Synset('object.n.01'): 2, Synset('group.n.01'): 3, Synset('physical_entity.n.01'): 3, Synset('abstraction.n.06'): 4, Synset('entity.n.01'): 4, Synset('*ROOT*'): 5}","{Synset('cemetery.n.01'): 0, Synset('site.n.01'): 1, Synset('tract.n.01'): 2, Synset('geographical_area.n.01'): 3, Synset('region.n.03'): 4, Synset('location.n.01'): 5, Synset('object.n.01'): 6, Synset('physical_entity.n.01'): 7, Synset('entity.n.01'): 8, Synset('*ROOT*'): 9}",Synset('object.n.01'),"[Synset('forest.n.02'), Synset('biome.n.01'), Synset('land.n.04'), Synset('community.n.06'), Synset('object.n.01')]","[Synset('cemetery.n.01'), Synset('site.n.01'), Synset('tract.n.01'), Synset('geographical_area.n.01'), Synset('region.n.03'), Synset('location.n.01'), Synset('object.n.01')]","{0: {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7}, 1: {0: 1, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7}, 2: {0: 2, 1: 2, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7}, 3: {0: 3, 1: 3, 2: 3, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7}, 4: {0: 4, 1: 4, 2: 4, 3: 4, 4: 4, 5: 5, 6: 6, 7: 7}, 5: {0: 5, 1: 5, 2: 5, 3: 5, 4: 5, 5: 5, 6: 6, 7: 6}}",0.111111111,1.440361582,0.428571429,0.4,6,1,forest,graveyard
25,"{Synset('food.n.01'): 0, Synset('substance.n.07'): 1, Synset('matter.n.03'): 2, Synset('physical_entity.n.01'): 3, Synset('entity.n.01'): 4, Synset('*ROOT*'): 5}","{Synset('cock.n.04'): 0, Synset('chicken.n.02'): 1, Synset('domestic_fowl.n.01'): 2, Synset('gallinaceous_bird.n.01'): 3, Synset('bird.n.01'): 4, Synset('vertebrate.n.01'): 5, Synset('chordate.n.01'): 6, Synset('animal.n.01'): 7, Synset('organism.n.01'): 8, Synset('living_thing.n.01'): 9, Synset('whole.n.02'): 10, Synset('object.n.01'): 11, Synset('physical_entity.n.01'): 12, Synset('entity.n.01'): 13, Synset('*ROOT*'): 14}",Synset('physical_entity.n.01'),"[Synset('food.n.01'), Synset('substance.n.07'), Synset('matter.n.03'), Synset('physical_entity.n.01')]","[Synset('cock.n.04'), Synset('chicken.n.02'), Synset('domestic_fowl.n.01'), Synset('gallinaceous_bird.n.01'), Synset('bird.n.01'), Synset('vertebrate.n.01'), Synset('chordate.n.01'), Synset('animal.n.01'), Synset('organism.n.01'), Synset('living_thing.n.01'), Synset('whole.n.02'), Synset('object.n.01'), Synset('physical_entity.n.01')]","{0: {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10, 11: 11, 12: 12, 13: 13}, 1: {0: 1, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10, 11: 11, 12: 12, 13: 13}, 2: {0: 2, 1: 2, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10, 11: 11, 12: 12, 13: 13}, 3: {0: 3, 1: 3, 2: 3, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10, 11: 11, 12: 12, 13: 13}, 4: {0: 4, 1: 4, 2: 4, 3: 4, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10, 11: 11, 12: 12, 13: 12}}",0.0625,0.864997437,0.210526316,0.2,12,1.09,food,rooster
26,"{Synset('cemetery.n.01'): 0, Synset('site.n.01'): 1, Synset('tract.n.01'): 2, Synset('geographical_area.n.01'): 3, Synset('region.n.03'): 4, Synset('location.n.01'): 5, Synset('object.n.01'): 6, Synset('physical_entity.n.01'): 7, Synset('entity.n.01'): 8, Synset('*ROOT*'): 9}","{Synset('forest.n.02'): 0, Synset('biome.n.01'): 1, Synset('land.n.04'): 1, Synset('community.n.06'): 2, Synset('object.n.01'): 2, Synset('group.n.01'): 3, Synset('physical_entity.n.01'): 3, Synset('abstraction.n.06'): 4, Synset('entity.n.01'): 4, Synset('*ROOT*'): 5}",Synset('object.n.01'),"[Synset('cemetery.n.01'), Synset('site.n.01'), Synset('tract.n.01'), Synset('geographical_area.n.01'), Synset('region.n.03'), Synset('location.n.01'), Synset('object.n.01')]","[Synset('forest.n.02'), Synset('biome.n.01'), Synset('land.n.04'), Synset('community.n.06'), Synset('object.n.01')]","{0: {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5}, 1: {0: 1, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5}, 2: {0: 2, 1: 2, 2: 2, 3: 3, 4: 4, 5: 5}, 3: {0: 3, 1: 3, 2: 3, 3: 3, 4: 4, 5: 5}, 4: {0: 4, 1: 4, 2: 4, 3: 4, 4: 4, 5: 5}, 5: {0: 5, 1: 5, 2: 5, 3: 5, 4: 5, 5: 5}, 6: {0: 6, 1: 6, 2: 6, 3: 6, 4: 6, 5: 6}, 7: {0: 7, 1: 7, 2: 7, 3: 7, 4: 7, 5: 6}}",0.111111111,1.440361582,0.428571429,0.4,6,1.18,cemetery,woodland
